osm_id,landuse,building,geometry
,industrial,,"POLYGON ((120.9977142 14.6413024, 120.9972395 14.6412388, 120.996869 14.6438245, 120.9973971 14.6438261, 120.9977142 14.6413024))"
,industrial,,"POLYGON ((120.9988904 14.6428134, 120.9977035 14.6426349, 120.9975607 14.6438092, 120.9981823 14.643817, 120.9983828 14.6438216, 120.9985819 14.6438417, 120.9985853 14.6438271, 120.9987224 14.6438394, 120.9988904 14.6428134))"
,,industrial,"POLYGON ((120.9987172 14.6430533, 120.9978218 14.64293, 120.997712 14.6436356, 120.9986074 14.6437589, 120.9987172 14.6430533))"
,industrial,,"POLYGON ((120.9837639 14.6082322, 120.9835973 14.6082424, 120.9836207 14.6085556, 120.9840125 14.6085419, 120.9839857 14.6082256, 120.9837639 14.6082322))"
,,industrial,"POLYGON ((120.9799279 14.6181159, 120.9799191 14.617834, 120.9797182 14.6178398, 120.9797269 14.6181218, 120.9799279 14.6181159))"
,industrial,,"POLYGON ((120.981659 14.6281748, 120.9817623 14.6279399, 120.9812373 14.6277667, 120.9811588 14.6279653, 120.981659 14.6281748))"
,industrial,,"POLYGON ((120.9753433 14.6314706, 120.9747807 14.631577, 120.9748417 14.6319501, 120.9749416 14.6319377, 120.974975 14.6321583, 120.9752573 14.6321114, 120.9754754 14.6320818, 120.9753433 14.6314706))"
,industrial,,"POLYGON ((120.9753124 14.6325327, 120.9752573 14.6321114, 120.974975 14.6321583, 120.9749416 14.6319377, 120.9748417 14.6319501, 120.9746392 14.6319752, 120.9746513 14.6320364, 120.9748243 14.6320052, 120.9749631 14.6325512, 120.9753124 14.6325327))"
,industrial,,"POLYGON ((120.975953 14.6326643, 120.9751694 14.632691, 120.9751874 14.6328295, 120.9751651 14.632854, 120.9752015 14.6330421, 120.9758027 14.6329509, 120.9757881 14.6328125, 120.9759658 14.6327855, 120.975953 14.6326643))"
,industrial,,"POLYGON ((120.9848906 14.6412985, 120.9848806 14.6409579, 120.9842549 14.6409663, 120.9842603 14.6413167, 120.9848906 14.6412985))"
,industrial,,"POLYGON ((120.9826161 14.6408612, 120.9819965 14.6408924, 120.9820166 14.6417799, 120.982664 14.6417521, 120.9826161 14.6408612))"
,industrial,,"POLYGON ((120.9788021 14.6444599, 120.9787967 14.6442809, 120.9785156 14.6442888, 120.9785209 14.6444677, 120.9788021 14.6444599))"
,industrial,industrial,"POLYGON ((120.9848235 14.6484396, 120.9850044 14.6484336, 120.9850055 14.6484645, 120.9851415 14.64846, 120.9851292 14.6481128, 120.9848123 14.6481234, 120.9848235 14.6484396))"
18255809,industrial,,"POLYGON ((120.9948631 14.6445675, 120.9947257 14.6447706, 120.9947584 14.6448284, 120.9947787 14.6448754, 120.9947894 14.644903, 120.9947258 14.6449658, 120.9947005 14.6453226, 120.9947672 14.6452919, 120.9948926 14.6452341, 120.9955638 14.6449212, 120.9954203 14.6446315, 120.9954 14.6445906, 120.9953874 14.6445652, 120.9954605 14.6445304, 120.9954636 14.6443552, 120.9950967 14.6443249, 120.9948631 14.6445675))"
,,industrial,"POLYGON ((120.9947672 14.6452919, 120.9948926 14.6452341, 120.9955638 14.6449212, 120.9954203 14.6446315, 120.9947931 14.6449211, 120.994812 14.6449577, 120.9947633 14.644996, 120.9947459 14.645053, 120.9947226 14.6452687, 120.9947495 14.6452571, 120.9947672 14.6452919))"
,industrial,,"POLYGON ((120.9941757 14.6452626, 120.9937265 14.6454494, 120.9938163 14.6460515, 120.9944306 14.6458335, 120.9941757 14.6452626))"
17896115,industrial,,"POLYGON ((120.995916 14.6470554, 120.9958582 14.6465232, 120.9955665 14.6465834, 120.9956706 14.6470493, 120.9958432 14.6470536, 120.995916 14.6470554))"
,industrial,,"POLYGON ((120.9936453 14.6481482, 120.9936675 14.6477038, 120.9936735 14.6476448, 120.9929734 14.6475734, 120.9929134 14.6479871, 120.9936453 14.6481482))"
,industrial,,"POLYGON ((120.9936675 14.6477038, 120.9936453 14.6481482, 120.9937754 14.6481551, 120.9939278 14.6481686, 120.9939525 14.6477226, 120.9936675 14.6477038))"
,industrial,,"POLYGON ((120.9943481 14.6481943, 120.9943018 14.6476992, 120.9941335 14.6477317, 120.9941195 14.6481793, 120.9943481 14.6481943))"
,industrial,,"POLYGON ((120.9939278 14.6481686, 120.9941195 14.6481793, 120.9941335 14.6477317, 120.9940611 14.6477297, 120.9939525 14.6477226, 120.9939278 14.6481686))"
,,industrial,"POLYGON ((120.9916297 14.6495128, 120.9914927 14.6495169, 120.9915168 14.6502798, 120.9916538 14.6502757, 120.9916297 14.6495128))"
,,industrial,"POLYGON ((120.9914479 14.6506278, 120.9914365 14.6499652, 120.9910536 14.6499713, 120.9910649 14.6506339, 120.9914479 14.6506278))"
,industrial,,"POLYGON ((121.0000618 14.6437359, 120.9997907 14.6437019, 120.9998042 14.643588, 120.9997118 14.6435766, 120.9996441 14.6439675, 121.0000217 14.6440307, 121.0000618 14.6437359))"
,industrial,,"POLYGON ((121.0008832 14.6442102, 121.0011917 14.6442439, 121.0018153 14.6443396, 121.001875 14.6439533, 121.0007156 14.6438131, 121.0006767 14.6441635, 121.0008832 14.6442102))"
14577597,industrial,,"POLYGON ((120.9982288 14.6529269, 120.9985244 14.6527999, 120.9983861 14.6524905, 120.9980697 14.6526241, 120.9982288 14.6529269))"
,industrial,,"POLYGON ((121.0029143 14.6551845, 121.0030907 14.6551028, 121.00343 14.6545176, 121.0029821 14.6545241, 121.0029835 14.6543243, 121.0025429 14.6543385, 121.0025017 14.654453, 121.002911 14.6546058, 121.0028346 14.6547914, 121.0024256 14.654637, 121.002279 14.655008, 121.0029143 14.6551845))"
,industrial,,"POLYGON ((121.0071911 14.6567122, 121.0071925 14.6572162, 121.0074611 14.6572251, 121.0076604 14.6568515, 121.007731 14.6565458, 121.0071967 14.6565712, 121.0071911 14.6567122))"
17896003,industrial,,"POLYGON ((121.0050702 14.6572235, 121.0053255 14.6572233, 121.0052193 14.656682, 121.0049328 14.6566909, 121.0049884 14.6570431, 121.0050546 14.6571848, 121.0050702 14.6572235))"
,industrial,,"POLYGON ((121.0063818 14.6602952, 121.0063603 14.660351, 121.0064703 14.6603977, 121.0065099 14.6596354, 121.0065051 14.6593727, 121.0064971 14.6591158, 121.0053692 14.6592572, 121.0054068 14.659505, 121.0056374 14.6596153, 121.0058802 14.6594973, 121.0058936 14.6600487, 121.0063818 14.6602952))"
,industrial,,"POLYGON ((120.999685 14.6620954, 120.9996139 14.6619313, 120.9994409 14.6619514, 120.9994577 14.6621265, 120.999685 14.6620954))"
,industrial,,"POLYGON ((121.0018247 14.6634427, 121.0019007 14.6633794, 121.0017022 14.6632098, 121.0012351 14.6629376, 121.0010286 14.6628199, 121.0008428 14.6627301, 121.0007151 14.6627444, 121.0005991 14.6628168, 121.00056 14.6629455, 121.0006064 14.66307, 121.0012918 14.6638862, 121.0018247 14.6634427))"
,industrial,,"POLYGON ((121.0066849 14.6634181, 121.006595 14.6634713, 121.0072217 14.6643798, 121.0080433 14.6651023, 121.0082151 14.6646377, 121.0069398 14.6633469, 121.0067372 14.6634648, 121.0066849 14.6634181))"
18131499,industrial,,"POLYGON ((120.9178414 14.397685, 120.9178394 14.3979396, 120.9191745 14.3980324, 120.9191805 14.3981305, 120.9192469 14.3981279, 120.9195567 14.3980526, 120.919554 14.3979811, 120.9195614 14.3979103, 120.919611 14.3978363, 120.9196807 14.3977804, 120.919717 14.3977259, 120.9197183 14.3976765, 120.9196942 14.3976155, 120.9196687 14.397596, 120.9189156 14.397609, 120.9185348 14.3975791, 120.9180466 14.3975505, 120.9178407 14.3975414, 120.9178414 14.397685))"
,industrial,,"POLYGON ((120.932253 14.4073469, 120.9321919 14.4074862, 120.9322616 14.4077733, 120.9323966 14.4078213, 120.9324923 14.4075759, 120.932556 14.4075947, 120.9326921 14.4072667, 120.932556 14.4072219, 120.9324829 14.4074226, 120.932253 14.4073469))"
,industrial,,"POLYGON ((120.9232348 14.4209388, 120.9232373 14.4208585, 120.9231474 14.4208546, 120.9231449 14.4209346, 120.9232348 14.4209388))"
,,industrial,"POLYGON ((120.9341267 14.4259202, 120.9341293 14.4258858, 120.9342016 14.4259059, 120.9342164 14.4258563, 120.9342966 14.4258788, 120.9343115 14.4258538, 120.9343032 14.4258512, 120.9340668 14.4257794, 120.9340387 14.4257709, 120.9340256 14.4259131, 120.9340958 14.425918, 120.9341267 14.4259202))"
14235529,industrial,,"POLYGON ((120.9340256 14.4259131, 120.9340215 14.4259712, 120.9340176 14.4260166, 120.934009 14.4261241, 120.9341402 14.4261342, 120.9341699 14.4261522, 120.9342601 14.426009, 120.9342299 14.4259907, 120.9342847 14.4258988, 120.9342966 14.4258788, 120.9343115 14.4258538, 120.9343032 14.4258512, 120.9340668 14.4257794, 120.9340387 14.4257709, 120.9340256 14.4259131))"
,,industrial,"POLYGON ((120.9340215 14.4259712, 120.9340176 14.4260166, 120.9340879 14.4260219, 120.9340958 14.425918, 120.9340256 14.4259131, 120.9340215 14.4259712))"
,,industrial,"POLYGON ((120.934009 14.4261241, 120.9341402 14.4261342, 120.9341699 14.4261522, 120.9342601 14.426009, 120.9342299 14.4259907, 120.9342216 14.4259854, 120.9341916 14.4260296, 120.9340879 14.4260219, 120.9340176 14.4260166, 120.934009 14.4261241))"
,industrial,,"POLYGON ((120.9347016 14.4349863, 120.9347663 14.4348581, 120.9346115 14.4347861, 120.9345441 14.4349117, 120.9347016 14.4349863))"
13718995,industrial,,"POLYGON ((120.9347266 14.4378167, 120.934778 14.437611, 120.9348196 14.4374443, 120.9347532 14.4374204, 120.9346771 14.437393, 120.9346415 14.4373829, 120.9346059 14.4373727, 120.9345703 14.4373626, 120.9345347 14.4373525, 120.9344991 14.4373423, 120.9344635 14.4373322, 120.9344279 14.4373221, 120.9343923 14.4373119, 120.9343567 14.4373018, 120.9343211 14.4372917, 120.9342626 14.4374817, 120.9342504 14.4375214, 120.934212 14.4376464, 120.9342908 14.4376725, 120.9346106 14.4377783, 120.9346305 14.4377849, 120.934703 14.4378089, 120.9347266 14.4378167))"
,,industrial,"POLYGON ((120.9167853 14.4413601, 120.9168918 14.4413786, 120.916903 14.4413181, 120.9167521 14.4412919, 120.9167634 14.4412307, 120.9165252 14.4411893, 120.9164873 14.4413413, 120.9165892 14.4413576, 120.916602 14.4412737, 120.916671 14.4412857, 120.916656 14.4413668, 120.9167801 14.4413884, 120.9167853 14.4413601))"
18153988,industrial,,"POLYGON ((120.9001489 14.4147458, 120.8991203 14.4143763, 120.8989416 14.4148424, 120.9001905 14.4153073, 120.9003549 14.4148677, 120.9003682 14.4148361, 120.9001489 14.4147458))"
,,industrial,"POLYGON ((120.8971768 14.4166322, 120.8974036 14.4161154, 120.8964855 14.4157375, 120.8962587 14.4162541, 120.8971768 14.4166322))"
,,industrial,"POLYGON ((120.8963188 14.4173163, 120.8962178 14.4172721, 120.896094 14.4174898, 120.8965598 14.417679, 120.8970287 14.41684, 120.8966672 14.4167138, 120.8963188 14.4173163))"
13688891,industrial,,"POLYGON ((120.9047172 14.4209457, 120.9052882 14.4211541, 120.9055156 14.4205686, 120.9056086 14.4200789, 120.9051671 14.4199357, 120.9051147 14.4199575, 120.9050808 14.4199449, 120.9050459 14.419932, 120.9050275 14.4198904, 120.9035494 14.4194109, 120.9036721 14.4197152, 120.90406 14.4207058, 120.9047172 14.4209457))"
13688889,industrial,,"POLYGON ((120.9111776 14.4230071, 120.9115964 14.4230386, 120.9115536 14.4232907, 120.9125512 14.4233849, 120.9125792 14.4232206, 120.9134141 14.4233322, 120.9134352 14.4231157, 120.9126259 14.4229788, 120.9127925 14.4220831, 120.9114441 14.4217791, 120.9111776 14.4230071))"
,,industrial,"POLYGON ((120.9113568 14.4227746, 120.9119142 14.4228813, 120.9119965 14.4224781, 120.9114391 14.4223714, 120.9113568 14.4227746))"
,,industrial,"POLYGON ((120.9134048 14.4233249, 120.9134261 14.4231217, 120.9126225 14.4229894, 120.912581 14.4232147, 120.9134048 14.4233249))"
,,industrial,"POLYGON ((120.9125856 14.4231289, 120.9116039 14.4230421, 120.9115592 14.4232813, 120.9125472 14.4233789, 120.9125856 14.4231289))"
,,industrial,"POLYGON ((120.9141715 14.4245704, 120.9123785 14.4243613, 120.9122107 14.4252239, 120.914032 14.4254263, 120.9141715 14.4245704))"
,,industrial,"POLYGON ((120.9152299 14.426589, 120.9152299 14.4265512, 120.9154698 14.4265469, 120.915471 14.426577, 120.9155381 14.426577, 120.9155059 14.4264926, 120.9153262 14.4263459, 120.9153045 14.4261999, 120.914709 14.4262166, 120.9147226 14.426595, 120.9152299 14.426589))"
,industrial,,"POLYGON ((120.9142654 14.4274188, 120.9151974 14.4273901, 120.9156963 14.427433, 120.9157553 14.4272615, 120.9156333 14.426803, 120.9155126 14.4264894, 120.9153423 14.4263472, 120.9153141 14.4261887, 120.9141058 14.4262364, 120.9139961 14.4274405, 120.9142654 14.4274188))"
,,industrial,"POLYGON ((120.91228 14.426971, 120.912236 14.4272857, 120.9128303 14.4273636, 120.9128743 14.4270489, 120.91228 14.426971))"
13249536,industrial,,"POLYGON ((120.9137867 14.4278706, 120.9137893 14.4274154, 120.9128961 14.4273706, 120.9129028 14.4270258, 120.9122282 14.4269524, 120.9121585 14.4272901, 120.9124052 14.4273888, 120.9124508 14.4278823, 120.9129028 14.4279109, 120.9137866 14.4279018, 120.9137867 14.4278706))"
,,industrial,"POLYGON ((120.9132769 14.4277765, 120.9132841 14.427593, 120.9135518 14.4276029, 120.9135593 14.4274126, 120.912893 14.427388, 120.9128783 14.4277618, 120.9132769 14.4277765))"
,,industrial,"POLYGON ((120.9137527 14.4275459, 120.9135796 14.4275408, 120.9135725 14.4277658, 120.9137456 14.4277709, 120.9137527 14.4275459))"
13053297,industrial,,"POLYGON ((120.9151403 14.4285438, 120.9150161 14.4285441, 120.9150178 14.4283688, 120.9147387 14.4283629, 120.9147365 14.427701, 120.9144051 14.4277083, 120.9144129 14.4283512, 120.9139691 14.4283468, 120.9139366 14.4286549, 120.913922 14.4287932, 120.9140384 14.4287953, 120.9141303 14.4287978, 120.9143718 14.4288037, 120.9144391 14.4288048, 120.9145628 14.428808, 120.9146949 14.4288106, 120.9151282 14.428821, 120.9151357 14.4287711, 120.9151403 14.4285438))"
18140874,industrial,,"POLYGON ((120.8948554 14.4289138, 120.8949258 14.4289723, 120.8952342 14.4292413, 120.8954557 14.4290968, 120.8956763 14.4288902, 120.8959511 14.4283608, 120.8952651 14.427963, 120.8951608 14.4282047, 120.8948554 14.4289138))"
,industrial,,"POLYGON ((120.9137852 14.4287798, 120.9138148 14.4284512, 120.9132353 14.4284279, 120.9132005 14.428759, 120.9137852 14.4287798))"
13053296,industrial,,"POLYGON ((120.9139041 14.4288676, 120.9138641 14.429034, 120.9138215 14.4292113, 120.9139991 14.429212, 120.9139981 14.4293915, 120.9145475 14.4294056, 120.9145529 14.4292281, 120.9151522 14.4292363, 120.9151655 14.4292364, 120.9151446 14.4290055, 120.9151403 14.4289569, 120.9151333 14.4288853, 120.9151282 14.428821, 120.9146949 14.4288106, 120.9145628 14.428808, 120.9144391 14.4288048, 120.9143718 14.4288037, 120.9141303 14.4287978, 120.9140384 14.4287953, 120.913922 14.4287932, 120.9139041 14.4288676))"
12993340,industrial,,"POLYGON ((120.9131925 14.4313462, 120.9131426 14.4315547, 120.9133092 14.4315921, 120.9133345 14.4315982, 120.913401 14.4316299, 120.9158114 14.4319852, 120.9157847 14.4318767, 120.9157717 14.4317801, 120.9157497 14.4316898, 120.9157082 14.4316082, 120.9156486 14.4314753, 120.9156473 14.4314351, 120.9156629 14.4313235, 120.9156784 14.4310751, 120.9152789 14.4310796, 120.914797 14.4310759, 120.9141208 14.4310734, 120.9138838 14.4310696, 120.9135444 14.4310433, 120.9132865 14.4310107, 120.9132378 14.4311765, 120.9132236 14.4312259, 120.9132106 14.4312712, 120.9131925 14.4313462))"
,,industrial,"POLYGON ((120.913019 14.432166, 120.9130056 14.4322172, 120.9131208 14.4322455, 120.9131342 14.4321942, 120.913019 14.432166))"
,industrial,,"POLYGON ((120.9129949 14.4321578, 120.9128583 14.4327363, 120.9130352 14.4327754, 120.9131718 14.432197, 120.9129949 14.4321578))"
,,industrial,"POLYGON ((120.9125763 14.435087, 120.9125571 14.4351602, 120.9123209 14.4351023, 120.9123077 14.4351527, 120.9121111 14.4351045, 120.9119604 14.4356807, 120.9127983 14.4358863, 120.912907 14.4354708, 120.9127041 14.435421, 120.9127785 14.4351366, 120.9125763 14.435087))"
12917076,industrial,,"POLYGON ((120.9113949 14.4358446, 120.9116577 14.4359146, 120.9119811 14.4360019, 120.9121908 14.4360373, 120.9122908 14.436085, 120.9124034 14.4361137, 120.9126549 14.4362623, 120.9128166 14.4362779, 120.9129789 14.4364071, 120.9131794 14.4360828, 120.913222 14.4359855, 120.9132166 14.4358998, 120.9129641 14.4354687, 120.9127304 14.4353842, 120.9127981 14.4351173, 120.9128486 14.4349179, 120.9126952 14.4349888, 120.9125347 14.435031, 120.9120109 14.4350379, 120.9118589 14.435061, 120.9117096 14.4351456, 120.9114463 14.4356855, 120.9113843 14.4356551, 120.911294 14.4358178, 120.9113949 14.4358446))"
19358861,industrial,,"POLYGON ((120.9048428 14.4351114, 120.9047506 14.4356986, 120.9050465 14.4357405, 120.9049939 14.4362575, 120.9058544 14.4367246, 120.9058559 14.436684, 120.9058595 14.4365898, 120.9058926 14.4357237, 120.9059122 14.4352085, 120.9048428 14.4351114))"
,,industrial,"POLYGON ((120.9112054 14.4361085, 120.9111383 14.436327, 120.9113729 14.4363945, 120.9114399 14.4361759, 120.9112054 14.4361085))"
,,industrial,"POLYGON ((120.9114162 14.4363969, 120.9119679 14.4365517, 120.9120279 14.4363512, 120.9114762 14.4361965, 120.9114162 14.4363969))"
12917077,industrial,,"POLYGON ((120.9109917 14.4362155, 120.9109189 14.4362907, 120.9125556 14.4367449, 120.912596 14.4366055, 120.9127965 14.4365178, 120.9112197 14.4360777, 120.9111111 14.4360485, 120.9109917 14.4362155))"
,,industrial,"POLYGON ((120.9119679 14.4365517, 120.9125358 14.436716, 120.9125974 14.4365053, 120.9120279 14.4363512, 120.9119679 14.4365517))"
12989674,industrial,,"POLYGON ((120.9130031 14.4376682, 120.9134427 14.4379749, 120.9134337 14.4379878, 120.9133855 14.4380498, 120.9134165 14.4380724, 120.9136109 14.438225, 120.9137854 14.438345, 120.9138489 14.4382606, 120.9139317 14.4381503, 120.9139868 14.4380685, 120.913151 14.437462, 120.9130951 14.4374237, 120.9130102 14.4375296, 120.912962 14.43764, 120.9130031 14.4376682))"
16103360,industrial,,"POLYGON ((120.916903 14.4413181, 120.9167521 14.4412919, 120.9167634 14.4412307, 120.9165252 14.4411893, 120.9164613 14.441377, 120.9169606 14.4414567, 120.9169799 14.4413328, 120.916903 14.4413181))"
14120015,industrial,,"POLYGON ((120.9258727 14.4429135, 120.9259115 14.442874, 120.9259326 14.4428525, 120.9259501 14.4428348, 120.9259026 14.442791, 120.925876 14.4427665, 120.9258689 14.4427599, 120.9257879 14.4426853, 120.9257105 14.442764, 120.9257915 14.4428387, 120.9258608 14.4429026, 120.9258727 14.4429135))"
,,industrial,"POLYGON ((120.9288561 14.4427992, 120.9288368 14.4429, 120.9289032 14.4429123, 120.9289077 14.4428931, 120.9289371 14.4427698, 120.9288946 14.4427518, 120.928755 14.4426925, 120.9287342 14.4427663, 120.9288561 14.4427992))"
,,industrial,"POLYGON ((120.9285829 14.4429996, 120.9286649 14.4430137, 120.9287342 14.4427663, 120.928755 14.4426925, 120.9286251 14.4426374, 120.9285193 14.4429888, 120.9285829 14.4429996))"
13809907,industrial,,"POLYGON ((120.9285829 14.4429996, 120.9286747 14.4431043, 120.9287466 14.4431863, 120.9288725 14.4430669, 120.9288316 14.4430547, 120.928761 14.4430315, 120.9287781 14.4429916, 120.9287946 14.4429509, 120.9288103 14.4429367, 120.9288341 14.4429367, 120.9288775 14.442952, 120.9288983 14.4429594, 120.9289338 14.4429718, 120.9290288 14.4430051, 120.9291045 14.4430316, 120.9291152 14.4429997, 120.9291259 14.4429678, 120.9289338 14.442902, 120.9289077 14.4428931, 120.9289371 14.4427698, 120.9288946 14.4427518, 120.928755 14.4426925, 120.9286251 14.4426374, 120.9285193 14.4429888, 120.9285829 14.4429996))"
,,industrial,"POLYGON ((120.9286649 14.4430137, 120.9285829 14.4429996, 120.9286747 14.4431043, 120.9287041 14.4430209, 120.9286649 14.4430137))"
14120012,industrial,,"POLYGON ((120.9269618 14.443414, 120.9268454 14.4433306, 120.926802 14.4434586, 120.9267837 14.4435125, 120.9269137 14.4435557, 120.9269618 14.443414))"
,,industrial,"POLYGON ((120.9165306 14.4458401, 120.9172285 14.4461074, 120.91731 14.445908, 120.9176756 14.446048, 120.9179951 14.4452655, 120.9173832 14.4450312, 120.9169316 14.4448582, 120.9165306 14.4458401))"
